家居 	 8 款 家居 色彩 搭配   温暖 整个 冬季 ( 组图 ) 独特 的 色彩 、 舒适 的 效果 与 和谐 的 生活 并 不 冲突 ， 家居 色彩 配色 要 遵循 哪些 原则 、 怎样 的 色彩 搭配 能 取得 最好 的 效果 、 如何 运用 家居 色彩 让 生活 更 舒适 ， 快 来看 一 看吧 。 【 米 白色 + 红色 】 以 乳白色 和 米黄色 为 代表 ， 稍暗 的 红色 与 米 白色 搭配 ， 在 统一 的 鲜亮 色调 中 加入 素雅 的 色调 ， 显得 格调高雅 、 富有 现代感 ， 安宁 中 透露 华丽 。 
 家居 	 小 夫妻 携手 打造 色调 明快 简洁 品味 家 ( 组图 ) 男主外 、 女主内 这 在 平常 不过 的 老话 ， 用 在 他们 身上 好像 不 那么 的 贴切 了 ， 现如今 ， 这 小两口 一起 设计 ， 一起 装修 的 小窝 充分体现 了 他们 融洽 、 和谐 的 关系 ， 一套 在 平常 不过 的 房子 被 他们 打 造成 了 明快 简洁 的 品味 家 。 
 家居 	 小 姚明 即将 诞生 & nbsp ; 姚明 成长 之 路 延续 ( 图 ) & nbsp ;           而 在 更 广泛 的 层面 ， 网友 们 对 姚明 叶莉生 孩子 的 期待 更胜一筹 ， “ 姚明 叶莉 ， 赶快 造人 吧 ” 、 “ 姚明 ， 你 可以 做 父亲 了 ！ ” 、 “ 姚明 夜里 ( 叶莉 的 谐音 ) 要 加油 啊 ！ ” ， 祝福 越 真诚 ， 等待 就 越 焦急 。 而 更 有意思 的 是 ， 姚明 由于 脚伤 缺席 了 8 月 6 日至 16 日 在 天津 的 篮球 亚锦赛 ， 媒体 认为 姚明 有 充分 理由 在 沪 制造 “ 小 姚明 ” 。         请 注意 ： 姚明 正式 提到 “ 造 人 计划 ” 还是 在 2007 年大婚 镜头 前 的 许愿 ， “ 我要 专心 准备 奥运 比赛 ， 我 两年 后 再 考虑 ‘ 造 人 ’ ， 我 希望 儿女 都 能 有 ， 我 希望 能 成为 奥运 最后 点火 的 火炬手 。 ” 当时 所谓 的 “ 两年 后 ” 正是 2009 年 ， 现在 来看 ， 离 年底 的 时间 实在 是 不 多 了 。 
 家居 	 小孩 房用 薰 衣 紫 和 粉 绿 ( 图 ) 小孩 房用 薰 衣 紫 和 粉 绿 是 除了 粉红 以外 最佳 的 选择 ， 即 使用 在 大人 的 房间 也 无 不可 ， 正好 大大 散发 传统 的 温馨 气氛 。   
 家居 	 小小 蜗居 也 有 了 豪宅 范儿 ( 图 ) 惊艳 奢华 的 小 复式 ， 很 自然 、 很 美好 … … 选择 典雅 简约 风格 的 家具 摆设 ， 会 让 小 空间 也 变得 大气 成熟 ， 小小 蜗居 也 有 了 豪宅 范儿 。 
 家居 	 小小 餐厅 很 爽利   光线 充足 ( 图 ) 小户型 装修 最 考验 人 的 审美 和 布局 功力 ， 看 下面 的 这组 小户型 ， 真正 感觉 到 了 设计 的 美感 和 创意 。 
 家居 	 小屋 终于 完成 了 最初 的 装修 ( 图 ) 历时 两个 多月 的 小屋 终于 完成 了 最初 的 装修 ， 今后 的 日子 我会 慢慢 的 计划 我 的 软装 ， 让 我们 的 家 越来越 丰富 。 小家 简单 却 凝聚 着 我们 不少 的 心血 ， 希望 大家 能 喜欢 。 
 家居 	 小户型 也 越来越 深入 80 后 的 思想 中 ( 图 ) 古人 说 “ 麻雀虽小 五脏俱全 ” ， 现在 我们 看到 的 这个 香港 的 小户型 居室 虽然 只有 20 平米 ， 但 它 却 囊括 了 很多 实用 的 设计 在 其中 。 在 房价 高涨 的 今天 ， 小户型 也 越来越 深入 80 后 的 思想 中 ， 那 这样 的 装修 对 我们 是不是 也 有 很多 的 借鉴 呢 .... 。 . 
 家居 	 小户型 的 家   变得 温暖 舒适 ( 图 ) 别看 地方 虽小 ， 但 能够 利用 有限 的 空间 里 放大 无限 的 创意 。 小户型 的 家 ， 不 在于 多 宽阔 ， 而 注重 于 对 狭小 的 空间 的 布置 ， 让 家 变得 温暖 舒适 。   
 家居 	 小 房子 大 风情   美式 风格 复式 屋 ( 组图 ) 装修 的 激情 早已 过去 ， 日子 回归 平淡 。 不再 热心 于 购买 饰品 ， 养花 弄 草 ， 却是 小屋 最美 的 装饰 。 先 上 一杯 红茶 ， 请坐下来 ， 听 我 慢慢 道 来 … …   
 家居 	 小 空间 更应 慎选 精巧 的 家具 ( 图 ) 最少 最精 的 家具 小 空间 更应 慎选 精巧 的 家具 ， 家具 越大 ， 虽然 收纳 越 多 ( 但 不 一定 越巧越 顺手 ) ， 但 相对 的 人 剩余 活动 范围 就 越少 ， 而且 家具 越重 ， 体越 大 ， 灵活 摆置 的 可能性 就 越 小 ， 家具 越杂 ， 能 表现 其 独特 美 也 越 不 可能 。 
 家居 	 小 空间 的 布置   也 应以 人 为主 ( 图 ) 以人 为主 ， 以 收纳 为辅   小 空间 的 布置 ， 也 应以 人 为主 ， 而 以 家具 收纳 为辅 。 因为 空间 小 ， 实在 没有 多余 的 地方 摆 那些 永远 穿 不到 的 衣服 与 用 不到 的 杯子 。 我们 是因为 需要 完成 操作 的 功能 ， 才 会 有 家具 、 收纳 的 产生 ， 而 非 需要 收纳 才 做 柜子 。 这样 的 观念 虽然 浅显易懂 ， 但 却 为 多数 人 所 忽视 。 常会 看到 有人 本末倒置 的 先以 收纳 为主 ， 再求 家具 ， 而 忘 了 哪个 位置 能够 暖洋洋 的 晒 晒太阳 、 人 走进 室内 旋回 其间 是否 得宜 ， 只 看到 围着 电视 满满的 沙发 。 其实 ， 如果 设计 能 回归 以人为本 ， 这样 的 拥挤 其实 是 可以 避免 的 。 
 家居 	 小 蜗居 的 豪宅 范儿 ( 组图 ) 惊艳 奢华 的 小 复式 ， 很 自然 、 很 美好 … … 选择 典雅 简约 风格 的 家具 摆设 ， 会 让 小 空间 也 变得 大气 成熟 ， 小小 蜗居 也 有 了 豪宅 范儿 。 
 家居 	 小资 MM 最爱 小户型 精致 样板 ( 组图 ) 小户型 装修 最 考验 人 的 审美 和 布局 功力 ， 看 下面 的 这组 小户型 ， 真正 感觉 到 了 设计 的 美感 和 创意 。 
 家居 	 小 镜子 也 是 主人 的 收藏 之一 ( 图 ) 小 镜子 也 是 主人 的 收藏 之一 ， 而 入怀 的 风景 是 小 镜子 的 收藏 。 不锈钢 材质 的 橱柜 ， 令 乡居 的 一个 耳房 变成 一个 简约 时尚 的 现代 厨房 。 
 家居 	 小 餐厅 和 客厅 是 连在一起 的 ( 图 ) 男主外 、 女主内 这 在 平常 不过 的 老话 ， 用 在 他们 身上 好像 不 那么 的 贴切 了 ， 现如今 ， 这 小两口 一起 设计 ， 一起 装修 的 小窝 充分体现 了 他们 融洽 、 和谐 的 关系 ， 一套 在 平常 不过 的 房子 被 他们 打 造成 了 明快 简洁 的 品味 家 。 
 家居 	 小 餐桌   小 情侣 正合适 ( 图 ) 小 餐桌 ， 小 情侣 正合适 。 
 家居 	 尝试 将 马赛克 进行 多色 混合 拼贴 ( 图 ) 其次 ， 讲究 风格 特色 的 消费者 还 可以 尝试 将 马赛克 进行 多色 混合 拼贴 。 可以 在 墙壁 上 拼出 自己 喜爱 的 背景 图案 。 另外 值得注意 的 是 卫浴间 的 面积 大小 、 通透 与否 决定 着 马赛克 色彩 的 选择 。 通常 面积 较大 的 卫生间 适合 选择 气势磅礴 的 马赛克 拼贴 图案 。 如流 瀑式 深浅 相间 的 条纹 马赛克 就 非常适合 空间 敞亮 的 卫生间 。 而 面积 较 小 的 卫浴 空间 则 尽可能 选择 清淡 的 配色 ， 这样 可以 避免 卫生间 显得 过于 拥挤 。 同时 ， 小 花纹 的 选择 也 能 给 小型 卫生间 增加 一些 灵气 ， 弥补 小型 卫生间 采光 和 通风 相对 不足 的 弱点 。 
 家居 	 就餐 区 白色 的 纱帘   让 整个 空间 显得 很 明亮 ( 图 ) 就餐 区 白色 的 纱帘 ， 让 整个 空间 显得 很 明亮 。 韩式 梦幻 田园 风   15 万 装修 105 平米 实惠 家 在 墙壁 上 装饰 铁艺 的 花饰 ， 非常 漂亮 。 
 家居 	 尽量 保留 天窗 的 自然 位置 ( 图 ) 不少 阁楼 带有 天窗 ， 如果 设计 合理 可以 尽量 保留 天窗 的 自然 位置 ， 这样 日光 也 可以 被 运用 到 室内 来 ， 有时 会 有 出其不意 的 好 效果 
 家居 	 尽量 保证 一个 立面 的 色彩 统一性 ( 图 ) 在 设置 立体 变化 时 ， 设计师 通常 会 建议 你 尽量 保证 一个 立面 的 色彩 统一性 ， 过于 交错 、 纵横 、 穿插 的 色彩 会 在 视觉 上 造成 混乱 ， 使得 整个 空间 缺乏 安逸 、 宁静 的 感觉 ， 而 感觉 过于 躁动 的 空间 ， 难免会 对 人 的 情绪 和 健康 产生 不良影响 。 
 家居 	 尽量 用 淡雅 色系 布置 空间 ( 图 ) 为 艺术 留白 留白 不仅 为 艺术 提供 了 自由 地 ， 更为 想象 保留 了 空间 。 而 为了 不 破坏 空间 的 平宁 ， 尽量 用 淡雅 色系 布置 空间 ， 也 可用 少许 的 鲜亮 颜色 ， 比如 绿 、 蓝 、 黄来 点缀 。 对于 木 色系 家具 或 地板 的 选择 ， 则 需要 选择 比 本 木色 稍深 的 颜色 ， 才 会 整体 上 感觉 气质 深沉 。 
 家居 	 局部 搭配   彩绘 背景 电视墙 ( 图 ) 局部 搭配 : 彩绘 背景 电视墙 因为 客厅 空间 并 不是 很大 ， 所以 用 挂 墙式 的 电视 ， 并 在 白色 墙壁 上画 上 彩绘 ， 减少 了 电视墙 的 运用 ， 使得 最大 限度 的 节省 了 空间 ， 同时 又 时尚 。 
 家居 	 局部 搭配   橙色 空间 ( 图 ) 局部 搭配 ： 橙色 空间 亮丽 的 橙色 在 抓住 人们 的 视线 的 同时 ， 也 能 勾引 人们 的 食欲 ， 看到 如此 鲜艳 漂亮 的 颜色 ， 食欲 肯定 也 会 大增 的 。   
 家居 	 层架 作为 客厅 与 书 房间 的 隔间 墙 ( 图 ) 22 坪 的 居家 空间 ， 还有 纵深 长 、 宽度 不够 的 屋型 问题 ， 设计师 将 具有 穿透 感 的 层架 作为 客厅 与 书 房间 的 隔间 墙 ， 将 两个 空间 以 开放式 手法 分野 ， 坐在 客厅 沙发 望 向 电视 ， 视野 还 可穿透 至 后方 的 书房 空间 ， 从 不同 的 空隙 或 角度 望 过去 ， 线条 被 分割 过 的 书房 视野 都 有 不同 的 美感 。 设计师 巧妙 将 电视 隔间 墙 设于 梁下 空间 ， 并 将 层板 延伸 包覆 大柱 ， 虚化 柱体 存在 感 ， 让 他 成为 柜体 设计 的 一部分 。 
 家居 	 居室 的 美丽 色谱   开启 温馨 画面 ( 组图 ) 橙色 可以 为 淡雅 的 居室 点燃 激情 ， 如同 素色 的 空间 里 跳动 的 火焰 。 如果 感觉 居室 里 的 氛围 太过 平淡 ， 不妨 试一试 增加 一些 橙色 ， 它 可以 让 室内 在 感观 上 更加 饱满 。 
 家居 	 居家 聚财 小秘方   四款 风水 摆设 大 推荐 ( 组图 ) 推荐 一 ： 白水晶 三腿 蟾蜍 三脚 蟾蜍 的 渊源 ： 三腿 蟾蜍 是 瑞祥 之 动物 ， 特别之处 在于 它 只有 三条 腿 。 相传 ， 这瑞蟾 所到之处 ， 那里 的 人 都 必定会 富庶 起来 ， 它口 吊 金币 ， 其 涵义 为 口吐 金币 给 家里 带来 富裕 。 
 家居 	 居家 设计 不仅 是 成就 生活 的 舒适 ( 图 ) 设计 是 扭转 生活品质 的 ， 尤其 当 空间 可以 是 主宰 生活 情趣 的 关键 时 ， 家 的 重要性 自然 就是 不言而喻 ， 对于 许多 居住者 而言 ， 居家 设计 不仅 是 成就 生活 的 舒适 ， 还要 能 走出 自我 的 风格 ， 所以 更会 希望 意见 是 被 聆听 的 、 生活 是 被 融入 的 ， 让 点滴 细节 构组场域 的 能量 ， 经由 材质 的 整合 、 线条 比例 的 重组 、 色彩 张力 铺陈 等 技法 来 延续 生活 型态 ， 砌 建能 传递 美学 及 品味 的 气韵 。 
 家居 	 居然 能 躺 着 办公 的 电脑 桌椅 ( 图 ) 居然 能 躺 着 办公 的 电脑 桌椅 ， 太牛 了 
 家居 	 屋内 的 动静 则 随着 光线 折射 ( 图 ) 前后 敞开 的 墙面 ， 让 整间 房子 不仅 有 充足 的 采光 ， 更 可 让 空气 舒畅 流通 。   
 家居 	 屋内 采光 充足   明亮 ( 图 ) 屋内 采光 充足 ， 明亮 ， 木质 的 装潢 在 色调 巧配 的 调和 下不显 冷硬 。 
 家居 	 展示 的 小家   素净 而 优雅 ( 图 ) 这组 图片 所 展示 的 小家 ， 素净 而 优雅 ， 处处 都 有着 别致 而 精彩 的 看点 。 很 美 ！ 
 家居 	 属于 我 的 大房子   可以 随着 我 的 心意 装修 ( 图 ) 一直 喜欢 电视 里 现代 简约 的 风格 ， 喜欢 那种 既 简洁 又 干练 的 家 的 感觉 。 这 一天 ， 终于 实现 了 我 太 多年 以来 的 梦想 ， 有 一套 属于 我 的 大房子 ， 可以 随着 我 的 心意 装修 。 
 家居 	 工薪 小族 的 清爽 小窝 ( 组图 ) 65 平 的 一室 一厅 ， 空间 虽小 ， 看起来 却 不 显得 拥挤 ， 整体 风格 清爽 简约 ， 布局合理 ！ 
 家居 	 工薪族 必看 的 家居 玄关 装修   款款 精彩 ( 组图 ) 玄关 家家 都 有 ， 怎样 装修 才能 完成 一个 出色 的 玄关 装修 呢 ？ 对于 工薪阶层 来说 ， 简约 的 玄关 装修 是 经济 划算 的 选择 。 话 说 简约 不 简单 ， 简约 的 玄关 也 可以 很 经典 ！ 来 看看 我们 为 您 汇集 的 适合 工薪阶层 家居 的 玄关 装修 吧 ， 款款 都 是 出 挑 设计 ， 赶快 来 欣赏 这些 靓丽 的 玄关 装修 设计 动手 装修 您 家 的 玄关 吧 。 
 家居 	 工薪阶层 们   大多 会 选择 小户型 的 新居 ( 图 ) 没有 太强 经济 实力 的 工薪阶层 们 ， 大多 会 选择 小户型 的 新居 ， 小户型 婚房 一时 走俏 ， 你 想 怎样 装修 自己 的 小 蜗居 呢 ？ 今天 给 大家 介绍 一个 省钱 装修 的 案例 ， 50 平 的 艳丽 小户型 婚房 ， 只要 3 万块 就 完全 搞定 了 家居 装修 ， 想 知道 他 是 怎样 做到 的 吗 ？ 赶快 来 看看 他们 的 省钱 装修 秘籍 吧 ， 学习 借鉴 一下 吧 。 
 家居 	 工薪阶层 喜欢 的 超 省钱 玄关 美 图 ( 图 ) 不同 材质 的 玄关 隔断 会 有 不同 的 效果 ， 成为 了 玄关 的 别致 风景 。 珠帘 、 屏风 、 鞋柜 ， 都 能 通过 巧妙 的 设计 打造出 不 一样 的 玄关 。 玄关 作为 入门 第一 风景 ， 可 绝对 不能 忽视 的 哦 ， 那 就 来 看看 工薪阶层 喜欢 的 超 省钱 玄关 装修 美图 吧 。 
 家居 	 巧妙 利用 玻璃 隔断 制造 半隔 效果 ( 图 ) 可是 从 什么 地方 封 也 是 需要 考虑 和 设计 的 。 如果 没有 设计 感 ， 随便 封 一下 ， 虽然 封住 了 油烟 ， 也 确实 会 影响 外观 。 除了 全面 “ 封锁 ” 厨房 之外 ， 巧妙 利用 玻璃 隔断 制造 半隔 效果 ， 或者 加大 抽油烟机 的 功率 ， 也 都 是 不错 的 方式 。 
 家居 	 巧妙 家具 定制   创造 实用 收纳 空间 ( 组图 ) 1 . 功能 多用 的 茶几 家庭 活动室 中 添加 了 可 用作 软凳 和 咖啡 桌 的 家具 ， 两边 的 硬 木柜 上 既 可以 摆放 装饰品 ， 也 可以 摆放 美食 ， 而 硬 木柜 中间 夹 着 的 软凳 还 可以 变成 脚踏 凳 。 
 家居 	 巧妙 的 设计 打造出 不 一样 的 玄关 ( 图 ) 不同 材质 的 玄关 隔断 会 有 不同 的 效果 ， 成为 了 玄关 的 别致 风景 。 珠帘 、 屏风 、 鞋柜 ， 都 能 通过 巧妙 的 设计 打造出 不 一样 的 玄关 。 玄关 作为 入门 第一 风景 ， 可 绝对 不能 忽视 的 哦 ， 那 就 来 看看 工薪阶层 喜欢 的 超 省钱 玄关 装修 美图 吧 。 
 家居 	 巧 用布 艺   帮 你 缓解 审美疲劳 ( 组图 ) 窗外 一片 绿荫 ， 屋内 依旧 争奇斗艳 ， 大 花朵 图案 的 张扬 奔放 与 窗外 景色 融为一体 ， 犹如 移居 室内 的 花园 。 窗外 一片 绿荫 ， 屋内 依旧 争奇斗艳 ， 大 花朵 图案 的 张扬 奔放 与 窗外 景色 融为一体 ， 犹如 移居 室内 的 花园 。 
 家居 	 巧用 水晶   防止 小人 靠近 ( 图 ) 巧用 水晶 ， 防止 小人 靠近 。         在 风水学 中 ， 有道是 “ 水晶 会 说话 ” ， 由此可知 水晶 的 灵验 程度 。 如果 将 约 3 ～ 5 厘米 的 水晶 放在 床位 枕头 和 脚跟 两处 ， 能够 加强 周边 的 “ 流气 ” ， 防止 小人 靠近 ， 或许 会 让 你 的 情敌 远远 离开 。 
 家居 	 巧用 电视墙   空间 无限量 ( 图 ) 巧用 电视墙   空间 无限量 既然 电视 背景墙 利用 是 当务之急 ， 那么 我们 如何 利用 呢 ? 我们 为 您 提供 一套 完整 的 客厅 储物 解决方案 ， 从 视听 设备 、 收藏 珍品 ， 到 电子产品 、 书籍 、 CD 等 日常用品 都 能 在 电视 背景 墙上 各归 其位 ， 为 您 带来 更 广阔 的 客厅 空间 ， 同时 彰显 个人 的 气质 与 品质 。 
 家居 	 巧用 电视 背景墙   十步 发掘 客厅 新 空间 ( 组图 ) 客厅 空间 普遍 问题 一 ： 中国 家庭 在 装修 时 很少 考虑 客厅 收纳 问题 ， 入住 后 往往 出现 杂物 随处可见 的 问题 。 客厅 空间 普遍 问题 二 ： 很多 家庭 喜欢 将 家具 分散 布局 在 客厅 不同 的 区域 中 ， 居住 一段时间 后 ， 杂物 往往 堆放 在 这些 家具 上 ， 散乱 在 客厅 的 各个 角落 。 
 家居 	 巧 设计   小户型 也 有 大 空间 ( 组图 ) 合理 规划 空间 小户型 的 房子 不 可能 像 大户型 一样 可以 浪费 空间 只 为 个人 的 喜好 ， 可以 拥有 大 的 客厅 、 厨房 、 卧室 、 浴室 ， 可以 在 房间 各个 角落 堆放 华而不实 的 摆设 ， 小户型 的 房子 只能 不 需要 过多 的 装饰品 ， 尽可能 的 对 房子 进行 减法 设计 ， 并 充分利用 空间 的 布局 ， 来 实现 合理 的 规划 。 许多 小户型 的 房子 是 不会 有 一个 剩余 的 房间 作为 书房 的 ， 然而 对于 现在 白领 来说 ， 没有 书房 的 空间 总想 是 缺少 些 韵味 。 利用 客厅 有限 的 空间 ， 讲 书房 融入 进 客厅 里 。 小户型 的 客厅 并 不 适合 大件 沙发 ， 小巧 的 两座 沙发 ， 实用 又 温馨 。 利用 客厅 剩余 的 空间 ， 沿着 墙壁 ， 窗户 安置 挑高 的 书架 ， 并 在 窗边 的 书架 前 放置 一个 简单 实用 的 白色 书桌 ， 既 不 占 空间 ， 又 实现 了 书房 的 功能 。 而 书房 与 客厅 的 联合 搭配 ， 既 实现 了 空间 的 合理 利用 ， 又 达到 了 时尚 的 感觉 。 
 家居 	 巧选 窗帘 为 家居 增添 温馨 气氛 ( 组图 ) 人们 常说 窗户 是 居室 的 眼睛 ， 而 窗帘 则 被 形象 地 称为 “ 美目 传情 ” 的 睫毛 。 窗帘 作为 居室 装饰 材料 中 的 “ 软 家具 ” ， 对 居室 颜色 搭配 、 气氛 调节 以及 整个 风格 都 有着 举足轻重 的 作用 。 在 这个 冬日 里 ， 成功 地 挑选 一款 窗帘 可以 使 普通 居室 产生 戏剧性 的 变化 ， 为 你 的 家庭 增添 温馨 的 气氛 。 1 、 考虑 因素   光线 需求量 选 窗帘 时 ， 尽量 不要 选 繁琐 、 厚重 的 窗帘 。 过于 厚重 、 复杂 的 窗帘 ， 不仅 会 增加 经济 成本 ， 对 人们 的 视觉 和 精神 空间 也 是 一种 侵占 。 国外 一项 研究 表明 ， 人 长时间 与 单一 、 过于 繁琐 的 物品 接触 ， 极易 出现 烦躁 情绪 。 从 健康 角度 来说 ， 繁琐 的 窗帘 不但 有 窗纱 和 窗帘 ， 还有 窗幔 和 一些 装饰物 ， 很 容易 聚集 灰尘 颗粒 和 细菌 ， 而 这些 物质 又 是 引起 哮喘 、 咳嗽 等 呼吸道 疾病 的 罪魁祸首 。 另外 ， 厚重 的 窗帘 清洗 起来 也 不 方便 ， 很多 人 因此 放弃 了 清洗 或塞到 洗衣机 里 随便 一 搅和 。 建议 大家 ， 洗 窗帘 的 时候 最好 滴 一些 消毒液 ， 洗完 后 也 不要 直接 “ 恢复 原位 ” ， 应该 在 阳光 下 晒 一晒 。 如果 房间 对 光线 的 要求 不是 十分 严格 ， 那么 选择 素面 印花 棉质 或 麻质 布料 做 窗帘 即可 ； 如果 房间 需要 充足 的 光线 ， 那么 选择 薄纱 质地 、 薄 棉质 或 丝质 的 就 比较 合适 。 反之 ， 如果 要 用 窗帘 遮挡 强烈 的 阳光 ， 就 应当 用 稍 厚 的 羊毛 混纺 或 织锦缎 来 做 窗帘 ， 还 可以 加上 薄纱 内衬 令 效果 更好 些 。 1 、   考虑 因素   光线 需求量 选 窗帘 时 ， 尽量 不要 选 繁琐 、 厚重 的 窗帘 。 过于 厚重 、 复杂 的 窗帘 ， 不仅 会 增加 经济 成本 ， 对 人们 的 视觉 和 精神 空间 也 是 一种 侵占 。 国外 一项 研究 表明 ， 人 长时间 与 单一 、 过于 繁琐 的 物品 接触 ， 极易 出现 烦躁 情绪 。 从 健康 角度 来说 ， 繁琐 的 窗帘 不但 有 窗纱 和 窗帘 ， 还有 窗幔 和 一些 装饰物 ， 很 容易 聚集 灰尘 颗粒 和 细菌 ， 而 这些 物质 又 是 引起 哮喘 、 咳嗽 等 呼吸道 疾病 的 罪魁祸首 。 另外 ， 厚重 的 窗帘 清洗 起来 也 不 方便 ， 很多 人 因此 放弃 了 清洗 或塞到 洗衣机 里 随便 一 搅和 。 建议 大家 ， 洗 窗帘 的 时候 最好 滴 一些 消毒液 ， 洗完 后 也 不要 直接 “ 恢复 原位 ” ， 应该 在 阳光 下 晒 一晒 。 
