家居 	 家装 减碳 从 点滴 来 做起   实现 家居 装修 低碳 的 目标 “ 低碳 节能 ” 之风 吹遍 大江南北 的 时候 ， 也 深入 家装 人士 之心 。 作为 “ 定制 化 ” 程度 很 高 的 行业 ， 消费者 的 选择 决定 了 原材料 的 选择 、 生产 的 过程 和 成品 的 呈现 ， 只有 消费者 和 企业 一起 努力 ， 才能 真正 实现 “ 减碳 ” 。 在 装修 过程 中 怎么 做 才能 实现 “ 低碳 ” 目标 呢 ？ 专家 表示 ， 材料 、 设计 、 工程 哪个 环节 都 不能 少 。 一 、 设计 ： 简约 、 自然 最佳 低碳 家装 要 从 源头 — — 设计 抓起 。 首先 ， “ 轻 装修 、 重 装饰 ” 的 设计 理念 ， 可以 让 整体 工程 的 “ 碳 排量 ” 降下来 ， 在 低 碳 之 余 还 为 家装 费用 “ 减负 ” 。 其次 ， 空间设计 上应 考虑 利用 自然资源 、 自然通风 、 多向 采光 ， 减少 空调 及 照明设备 的 使用 。 采用 一些 特殊 的 节能 系统 ， 像 红外线 感应 灯光 开关 系统 实现 “ 人 走 灯 熄 ” 来 节约 电能 。 二 、 材料 ： 选用 环保 、 节能产品 在 设计 选材 上 ， 尽量 选用 环保 、 易 再生 、 可回收 的 装饰 材料 ， 少用 或 不用 纯实 木地板 ， 多用 复合 强化 地板 ， 如 竹地板 、 竹胶 饰面板 等 ； 用 水性漆 而 尽量 不用 油性 漆 ； 选用 工厂 加工 好 的 成品 或 半成品 。 在 保证 使用 功能 的 情况 下 ， 可 尽量 选择 耗电量 、 用水量 低 的 日常 用具 ， 减少 资源 浪费 和 水电 费用 支出 。 一些 可以 自行 调节 能耗 功能 的 产品 也 可 考虑 。 如 具有 随控 开关 的 面板 可以 方便 地 将 电器 电源 关掉 ， 避免 其 长期 处于 待机 状态 而 耗电 ， 还 可以 保护 电器 ； 带有 定时 控制阀 的 采暖系统 在 家中 无人 时 可 调低 室温 ， 待 需要 提高 温度 时 ， 使用 自控 调节阀 定时 调整 ， 达到 节能 的 效果 。 家装 公司 减碳 要点 家装 公司 的 所作所为 也 能 做到 减碳 。 1 、 节省 施工 照明用 电 ： 日常 施工 照明用 电 ， 采用 节能灯 取代 白炽灯 ； 油工 打磨 腻子 时用 防爆灯 ， 采用 瓦数 更 低 的 白炽灯 。 2 、 节省 施工 机具 用电 ： 采用 低 功率 气泵 、 电钻 取代 大功率 气泵 、 电钻 ； 采用 非 电动式 陶瓷 切割机 取代 大功率 云母 机 。 3 、 节省 施工 用水 ： 现场 使用 临时 水盆 ， 洗手 时 水盆 下水 接入 专用 存 水桶 内 ， 洗手 水 用于 冲厕 等 。 三 、 施工 ： 点滴 做起 多头并进 施工 工程 部分 是 家装 的 重点 ， 此 过程 减碳 一方面 要 在 过程 中 主动出击 直接 减少 碳 排量 ， 另一方面 是 为 家装 完成 后 的 “ 碳 排量 ” 打下基础 ， 做好 “ 卫士 ” 工作 。 1 、 直接 减排 瓷砖 采用 薄 贴法 ， 用 石膏板 轻质 隔墙 部分 代替 砖 砌墙 以及 采用 合理 防水 涂布 ， 都 可以 做到 直接 减排 。 专家 介绍 ， 传统 铺 贴法 采用 水泥砂浆 作为 瓷砖 粘贴 材料 ， 粘贴 层 厚度 为 20 - 30mm 。 薄贴 法则 采用 新型 的 瓷砖 粘贴 材料 ， 粘贴 层 厚度 仅为 2 - 4mm ， 材料 为 成品 ， 较 传统 方法 节省 大量 的 材料 和 施工 时间 ， 粘贴 强度 还 优于 传统 方法 。 出于 格局 改造 需要 ， 新建 墙体 也 很 常见 。 黏土砖 的 生产 存在 高能耗 、 严重 污染环境 的 问题 ， 用 其 砌 新建 墙 还 会 加重 楼梯 承载 。 石膏板 则 质轻 、 耐火 、 保温 ， 用 它 砌筑 轻质 墙 将 会 大为 节省 煤 、 水泥 用量 ， 从而 减少 碳 排量 。 2 、 减碳 卫士 更换 优质 门窗 、 做好 外墙 内 保温 、 减少 水电 备用 端口 等 可 作为 房屋建筑 一道 防止 能量 损失 的 墙 。 一些 老房 的 门窗 老化 、 生锈 ， 已经 成为 能源 损耗 的 “ 罪魁祸首 ” 。 年志仁 表示 ， 最好 能够 换上 密封 性能 好 的 门窗 产品 ， 铁窗 、 木窗 可 换成 塑钢窗 或 断桥 铝合金 窗 ， 窗玻璃 可 换成 中空 双层 玻璃 或 真空 双层 玻璃 。 做好 外墙 内 保温 系统 可以 减少 夏季 制冷 、 冬季 采暖 的 能耗 。 位于 顶层 、 西 向 、 把 角 的 户型 可 在 与 外部 相接 的 墙体 内侧 做 一个 保温层 ， 实现 隔热 、 保温 、 隔音 。 不少 业主 在 装修 中会 将 今后 可能 用到 的 端口 位置 都 预留 出来 。 事实上 ， 这些 备用 端口 的 使用率 极低 ， 不仅 会 造成 材料 浪费 ， 备用 强电 端口 还会 产生 电能 损耗 ， 水路 端口 会 留下 渗漏 、 爆管 等 隐患 ， 建议 合理 预留 端口 ， 不要 一味 求全 。 无绳电话 、 电冰箱 等 需要 长期 通电 使用 的 电器 ， 可 在 总控 开关 中 单独 布线 。 不 需用 电时 可 将 总控 开关 中 的 其他 开关 关掉 ， 既 可 减少 电能 损耗 ， 又 可 保证 电器 安全 ， 最大 程度 避免 电路 隐患 。 我要 评论 
 家居 	 壁纸 纹样   花色 极其丰富 ( 图 ) 风格 制造 ： 这 类 主题 的 壁纸 纹样 、 花色 极其丰富 ， 即便 同 一种 风格 ， 也 可 由 壁纸 、 壁纸 腰线 、 布料 、 轻纱 、 绸缎 等 相互 搭配 而成 繁多 的 样式 。 在 客厅 使用 花朵 图案 的 壁纸 时 ， 为了 不致 减弱 客厅 原本 应 具有 的 大气 、 稳重 的 特质 ， 壁纸 的 底色 以 中性 偏 冷色 为宜 ， 才 不会 因 过于 柔美 而 显得 轻飘 。 花卉 壁纸 与 英式 古典家具 的 结合 ， 是 一种 不 容易 出错 的 经典 搭配 。 
 家居 	 壁纸 边封 预留 4 英寸 ( 图 ) 壁纸 边封 预留 4 英寸 ， 以 调整 天花 或者 地面 部分 可能 会 出现 的 不齐 。 以大 刮刀 为 直尺 ， 用 美工刀 裁平边 封 。 
 家居 	 复制 经典 “ 痛 ” 并 快乐 着   ( 图 ) 复制 经典 ， “ 痛 ” 并 快乐 着   在 中国 的 家具 界 ， 复制 或者 “ 山寨 ” 是 一个 无法 回避 的 话题 ， 随便 去 家居 市场 逛逛 ， 总能 看到 为数不少 的 “ 经典 ” 作品 。   日前 ， 一个 开业 不到 一个月 的 家具店 引起 了 人们 的 注意 ， 因为 这里 摆放 的 , 几乎 全部都是 经典作品 的 复制品 ， 销售 人员 也 会 明白 告诉 消费者 这 就是 “ 仿 ” 的 。   
 家居 	 复古 奢华 的 室内设计 ( 图 ) 欧式 家居 日渐 走俏 的 几个 重要 因素 。 首先 就是 生活 档次 的 提升 ， 对 物质 的 更 高 需求 。 以至 於 新古典主义 绘画 巧妙 地 融入 了 复古 奢华 的 室内设计 之中 ， 从而 艺术 通过 各种 形式 走进 了 生活 。 
 家居 	 复古 的 造型 又 增添 了 几分 轻柔 ( 图 ) 绿色 似乎 是 春 的 宠儿 ， 拥有 粉 绿色 睡床 ， 尽 可 在 这个 季节 ， 放大 春天 的 美丽 。 软包 的 浅绿 床头 ， 本身 便 被 用来 展示 着 春 的 色彩 ， 复古 的 造型 又 增添 了 几分 轻柔 。 搭配 各种 充满 绿意 的 植物 、 花草 等 自然 图案 的 床品 ， 可 使 卧室 呈现出 不同 的 春色 表演 。 
 家居 	 复古 风格 的 解构 艺术 ( 图 ) 复古 风格 的 解构 艺术 沿着 小径 向 湖边 进发 ， 远远 只能 从 高耸 的 树林 和 芦苇丛 中 ， 隐约 窥见 房子 的 烟囱 。 任 谁 也 想象 不 出 ， 其实 这里 还 隐藏 着 一栋 房子 。 把 建筑物 盖 在 这里 ， 正是 伏尔隆 的 设计 用意 。 虽说 相对 奥克兰 这种 大城市 ， Te   Kinga 只是 一座 因 旅游 才 逐渐 发展 起来 的 观光 小镇 ， 不过 ， 由于 伯纳湖 以野 钓 闻名 ， 加上 热衷 探险 的 背包客 ， 如果 不 做好 私密性 ， 世外桃源 的 设想 很 容易 被 破坏 。 房子 建 在 湖畔 的 灌木林 中 ， 整体 看来 是 三栋 独立 ， 互不 干扰 的 木屋 ， 实际上 是 设计师 巧妙 运用 视觉 上 的 错觉 ， 把 整体 结构 分为 两 部分 ， 中间 加以 错层 的 处理 。 这样 做 的 用意 ， 是 让 现代 结构主义 的 设计 ， 使 原本 最 朴实 的 建筑构造 也 可以 演绎出 新世纪 简约 的 风格 。 房屋 正面 朝向 宽广 的 伯纳湖 ， 由于 位处 南半球 的 新西兰 ， 因此 在 家中 就 能 享受 到 通透 清澈 的 阳光 。 一个 庭院 的 存在 就 显得 尤为重要 。 但是 ， 伏尔隆 并非 用 传统 的 围墙 隔离 出 户外活动 区 。 如果 这样 做 ， 就 无异于 把 自然人 为 剥离 开来 ， 与 他 最初 的 理念 背道而驰 。 房子 隐藏 在 湖边 的 树林 中 ， 开放性 的 庭院 设计 理念 ， 能 更好 地 把 天然 景色 邀请 到 自家 花园里 来 。 可 如果 直接 出了门 就是 裸露 的 土地 和 草丛 ， 也 无法 实现 悠闲 的 生活 状态 ， 谁 也 不想 出门 就 踏上 厚重 的 登山 靴 。 如何 既能 无 阻隔 地 享受 自然 的 恩赐 ， 又 可以 保证 舒适 的 居家 感觉 ， 成为 摆在 他 面前 的 课题 。 
 家居 	 复式 住宅 装修 卫生间 的 七 不宜 ( 组图 ) 1 、 如果 房子 是 复式 结构 ， 卫生间 不宜 设置 在 卧室 、 起居 、 厨房 的 上层 ， 如 无法   改变 ， 其 下水道 和 存水 弯 不得 在 室内外 露 ， 并 应有 可靠 的 防水 、 隔声 和 便于 检修 的 措施 。 2 、 不宜 在 浴缸 、 淋浴间 使用 任何 类型 的 电话 ， 以免 发生 电击 和 火灾 危险 。 3 、 不宜 铺设 木地板 。 4 、 不宜 把 内衣 、 湿 浴巾 晾 在 卫生间 ， 应该 放在 阳光 下 暴晒 。 5 、 不宜 将 未用 完 的 卫生巾 存放 在 卫生间 。 6 、 不宜 存放 很多 化妆品 。 7 、 卫生间 通常 不宜 放置 洗衣机 。 如果 有离 非 干燥 区较 远 的 专门 的 洗衣 区 ， 则 洗衣机 一定 要用 三向 插头 ， 插座 要 有 保护 壳 。   
 家居 	 复式 户型 客厅 ― LOFT 风格 ( 图 ) 玻璃 落地窗 占据 了 客厅 的 整整 一面 墙 ， 视野 非常 开阔 ， 心情 也 格外 舒畅 。 会 做 如此 设计 的 主人 肯定 是 一位 非常 享受 生活 的 人 。 
 家居 	 复式 的 房子   一楼 大厅 的 地板 ( 图 ) 6 . 如果 是 复式 的 房子 ， 一楼 大厅 的 地板 可以 采用 石材 进行 铺设 ， 这样 会 显得 大气 。 如果 是 普通 居室 ， 客厅 与 餐厅 最好 还是 铺设 木质 地板 ， 若 部分 用 地板 ， 部分 用 地砖 ， 房间 反而 显得 狭小 。 
 家居 	 复式 装修 卫生间 的 七 不宜 ( 组图 ) 复式房 卫浴间 装修 七 不宜 ： 1 、 如果 房子 是 复式 结构 ， 卫生间 不宜 设置 在 卧室 、 起居 、 厨房 的 上层 ， 如 无法   改变 ， 其 下水道 和 存水 弯 不得 在 室内外 露 ， 并 应有 可靠 的 防水 、 隔声 和 便于 检修 的 措施 。 2 、 不宜 在 浴缸 、 淋浴间 使用 任何 类型 的 电话 ， 以免 发生 电击 和 火灾 危险 。 3 、 不宜 铺设 木地板 。 4 、 不宜 把 内衣 、 湿 浴巾 晾 在 卫生间 ， 应该 放在 阳光 下 暴晒 。 5 、 不宜 将 未用 完 的 卫生巾 存放 在 卫生间 。 6 、 不宜 存放 很多 化妆品 。 7 、 卫生间 通常 不宜 放置 洗衣机 。 如果 有离 非 干燥 区较 远 的 专门 的 洗衣 区 ， 则 洗衣机 一定 要用 三向 插头 ， 插座 要 有 保护 壳 。   
 家居 	 夏天 让 您 享受 水 的 自然 清凉 ( 图 ) 二 、 冬暖夏凉 ： 采用 专利 的 自动 恒温 系统 ， 无须 担心 四季 温差 变化 ， 在 寒冷 的 冬天 带给 您 温暖 ， 在 炎热 的 夏天 让 您 享受 水 的 自然 清凉 。 
 家居 	 夏季 布艺 窗帘 的 纯美 风情 秀 ( 组图 ) 炎热 夏季 到来 的 时候 ， 挑选 一款 美美 的 窗帘 来 阻挡 肆无忌惮 的 阳光 吧 ， 让 它们 来 装饰 你 的 家居 ， 带来 清凉 和 愉悦 的 家居 体验 。 
 家居 	 夏季 的 客厅 能 带给 人 活力 和 清爽 ( 图 ) 关键词 ： 蓝白 、 海洋 、 明亮 度 、 宁静 更换 策略 ： 夏季 的 客厅 需要 在 情绪 上能 带给 人 活力 和 清爽 ， 讲究 提高 明亮 度 。 因此 建议 在 色调 上 选择 高 反光 的 色系 ， 例如 白色 、 粉蓝 、 粉绿 ; 而 在 材质 上 适宜 选择 轻柔 型 的 ， 例如 纸质 、 纱质 、 玻璃 或者 半透明 。 一般来说 ， 为了 达到 和谐 又 有 层次 的 效果 ， 沙发 和 靠垫 最好 选择 同色系 ， 但是 明度 不同 的 颜色 ， 例如 沙发 是 深蓝色 ， 那么 靠垫 最好 选择 浅蓝色 ， 反之亦然 。 
 家居 	 夏日 书香   幽雅 别致 小 书房 ( 组图 ) 现代 都市人 生活节奏 紧张 ， 能 静下心来 读读书 ， 也 渐渐 变得 奢侈 了 。 但是 许多 家庭 无论 大小 ， 都 希望 在 家中 开辟 出 一块 与 书 静静 相对 的 空间 。 据调查 ， 很多 二 房一厅 的 三口 之 家 ， 将 阳台 封闭 做成 一个 幽雅 别致 的 小 书房 ; 而 三房一厅 的 家庭 ， 多会 堂堂正正 地 把 一个 房间 做成 富有 生气 又 高雅 的 书房 。 于是 ， 有 业内人士 指出 ， 当前 书房 装饰 正 成为 现代人 特别 感兴趣 的 一种 文化 表现 形态 ， 而 书房 内 的 办公 家具 就是 家居装饰 中 一颗 冉冉升起 的 明星 ， 一套 舒适 又 符合 自己 个性 的 书房 家具 令 看书 和 工作 都 成为 了 真正 的 享受 。 现代 都市人 生活节奏 紧张 ， 能 静下心来 读读书 ， 也 渐渐 变得 奢侈 了 。 但是 许多 家庭 无论 大小 ， 都 希望 在 家中 开辟 出 一块 与 书 静静 相对 的 空间 。 据调查 ， 很多 二 房一厅 的 三口 之 家 ， 将 阳台 封闭 做成 一个 幽雅 别致 的 小 书房 ; 而 三房一厅 的 家庭 ， 多会 堂堂正正 地 把 一个 房间 做成 富有 生气 又 高雅 的 书房 。 于是 ， 有 业内人士 指出 ， 当前 书房 装饰 正 成为 现代人 特别 感兴趣 的 一种 文化 表现 形态 ， 而 书房 内 的 办公 家具 就是 家居装饰 中 一颗 冉冉升起 的 明星 ， 一套 舒适 又 符合 自己 个性 的 书房 家具 令 看书 和 工作 都 成为 了 真正 的 享受 。 
 家居 	 夏日 傍晚   看 朱丽叶 家 的 阳台 ( 组图 ) 我们 没想 过 要 复制 几百年 前 那个 诞生 伟大 故事 的 阳台 。 在 意大利 的 维罗纳 市 ， 香草 广场 的 一角 ， 朱丽叶 家 的 阳台 下 ， 已经 到处 都 是 来自 世界各地 游客 的 签名 和 倾诉 爱情 的 文字 。 大概 每个 女人 ， 都 希望 家中 的 阳台 下 ， 有 这样 一条 爱情 的 绳索 吧 。 在 夏日 的 傍晚 ， 你 该 用 怎样 的 情怀 来 打造 属于 自己 的 心灵 花园 ？ PART   1   开放式 阳台 的 装饰 指南 如果 你 住 的 房屋 是 那种 低密度 的 6 层板 楼   ， 那么 恭喜 你 ， 大概 开发商 都 会 送给 你 20 - 30 平米 左右 的 阳台 。 这样 大 的 面积 相当于 多 了 一个 客厅 。 这样 的 空间 ， 该 如何 打造 自己 “ 朱丽叶 家 ” 的 阳台 呢 ？ 
 家居 	 夏日 新 家   从 客厅 做起 ( 组图 ) 当 慵懒 已经 悄悄 远离 ， 一股 夏天 的 风 将 冷空气 笼罩 下 的 阴霾 瞬间 融解 ， 人们 的 心 开始 躁动 起来 ， 自然 ， 家 也 免不了 一番 改装 换貌 。 看着 家中 沉闷 的 白墙 灰瓦 、 恒久不变 的 格局 ， 是否 有 一种 将 旧貌换新颜 的 冲动 呢 ? 那 不妨 从 客厅 开始 吧 ! 只要 心情 好 ， 无论 换装 规模 大小 ， 都 能 同样 精彩 。 
 家居 	 夏日 窗帘 散发出 的 清凉 ( 图 ) 温馨 舒适 的 窗帘 可 为 卧室 营造 出 浪漫气息 ， 在 夏日 散发出 温暖 ， 任 窗外 冰天雪地 也 与 房内 的 人 无关 。 它 简约 的 设计 也 越来越 受到 追求 时尚 小资 们 的 喜爱 。 
 家居 	 外延 空间   舒适 过渡 ( 图 ) 外延 空间 ， 舒适 过渡 花旗 松 凉亭 界定 了 室外 的 休闲 区域 ， 它 通过 连廊 与 房子 连接 。 壁炉 使得 室外 如同 室内 一般 的 舒适 。 沙发 围合出 了 惬意 的 休闲 区   
 家居 	 多 了 几分 诗情画意 的 意境 ( 图 ) 想 好 你 新家 的 浴室 该 造成 什么 风格 了 吗 ？ 如果 你 还 拿不定 主意 ， 不妨 尝试 一下 gump 卫浴 世界 奉献 的 新一季 充满 东方 情调 卫浴 产品 ， 淡雅 的 颜色 和 带有 自然 气息 的 大理石 、 木头 材质 ， 质朴 的 造型 设计 ， 令 我们 的 卫生间 多 了 几分 诗情画意 的 意境 。   
 家居 	 多姿多彩 的 糖果 色储物 瓶 ( 图 ) 虽然 古有 “ 君子 远 庖厨 ” ， 但是 在 这个 男女 共同 打天下 的 时势使然 下 ， 越来越 多 的 男人 开始 走进 厨房 ， 而 腰系 围裙 的 男人 也 越来越 讨 女人 喜欢 。 女人 悄然 退出 厨房 重地 ， 没有 一丝 留恋 ， 甜蜜 地 享受 着 心爱 的 男人 在 厨房 里 辛勤 的 劳作 。 男人 一旦 走进 厨房 ， 便会 完全 把 这里 变成 一间 艺术 作坊 ， 不仅 能 烹调 出 各种 好 滋味 ， 更是 让 厨房 展现出 了 另 一种 风情 。 
 家居 	 多姿多态 多色 多香 的 冬菊 ( 组图 ) 竹报 新春 不畏 风雪 的 竹子 品性 高洁 ， 竹节 的 形态 更是 带有 “ 节节 高 ” 之 象征 。 用 它 来 装点 正月 的 居室 无疑 是 上 好 之选 。 
 家居 	 多层次 几何 造型 ( 图 ) 多层次 几何 造型 整面 墙壁 几乎 都 被 麂皮 面料 包裹 着 ， 先 在 视觉 上 制造 了 舒适感 。 打破 墙壁 单调 的 方法 之一 就是 在 层次 上 做 变化 ， 先 加上 些 几何 造型 的 装饰 ， 一面 有 特色 的 主题 墙 初具 雏形 了 ， 材质 则 确定 了 风格 的 走向 ， 一小片 凹陷 的 米色 麂皮 和 大面积 石材 墙面 的 使用 ， 确定 了 刚柔并济 的 客厅 主题 ， 柔软 的 沙发 ， 和 深深浅浅 的 米 色调 ， 这样 的 客厅 一定 能 解除 主人 离家 一天 的 疲劳 。   
 家居 	 多彩 又 环保   身在 都市 心在 田园 ( 组图 ) 这套 位于 佛罗伦萨 某一 老手 工作坊 屋顶 上 的 公寓 ， 不仅 多彩 又 环保 ， 还 特别 为身 在 都市 心在 田园 的 主人 专门 辟出 了 一个 亲近 自然 的 露天 阳台 谁 能 想到 在 佛罗伦萨   San   Frediano 住宅区 一个 小 院子 里 的 老 锯木厂 内 ， 居然 还有 两间 如此 精巧 的 居室 ! 一楼 有 一间 ， 屋顶 还有 一间 。 站 在 屋顶 ， 切 斯特罗 教堂 的 穹顶 赫然 入目 。 
 家居 	 多彩 小 空间   梦幻 大 魔力 ( 组图 ) 时尚 达 人们 喜爱 的 色彩 ， 大胆 的 设计 ， 小小的 空间 ， 却 散发 着 极大 的 魔力 。 在 享受 着 个人 自由 的 空间 同时 ， 也 不失 甜蜜 的 二人 小天地 。 
 家居 	 多 运用 盒子 的 收纳 性 ( 图 ) 第十 、 灵活 储纳多 运用 盒子 的 收纳 性 ， 将 盒子 贴 上 一致 的 包装纸 ， 可 灵活 摆放 在 客厅 的 各个 角落 。   
 家居 	 多 风格 的 惊喜 ( 图 ) 多 风格 的 惊喜 除却 大堂 、 客房 等 多变 的 设计 外 ， 瑜 舍 的 多间 餐厅 、 会议室 及 迷你 会 所 均 由 多次 获奖 的 国际 设计 事务所 Neri   and   Hu   Design   Research   Office   ( NHDRO )   之 创办人 Lyndon   Neri   及   Rossana   Hu 携手 设计 。 面对 位于 地 下层 、 四面 围墙 的 空间 ， 设计师 将 此 划分 为 五大 截然不同 却 又 彼此 相连 、 互动 的 区域 ， 并 以 五种 不同 元素 ， 配合 相关 物料 ， 突显 各区 特色 。 其 风格 层次 非常 丰富 ， 虽然 和 隈 研吾 的 极 简 、 自然 有所 差异 ， 却 也 相映成趣 ， 形成 了 多层次 的 感官 体验 。 人们 最先 感受 到 的 一个 区域 名为 “ The   Egg ” ， 青铜 门槛 、 洁白 空间 、 平滑 的 精钢 地面 、 椭圆形 的 顶部 ， 当 你 站 在 其中 ， 会 产生 悬浮 于 半空中 的 奇妙 感受 。 就 像 设计师 所说 ， The   Egg 寓意 着 生命 之初 ， 寓意 着 关于 疲倦 和 劳累 的 顿悟 ， 而 The   Egg 正是 用 一种 宁静 的 氛围 ， 让 来者 在 踏入 性感 、 华丽 的 用餐 区前 得到 彻底 放松 。 如果说 自然 是 瑜 舍 的 主要 DNA ， 那么 ， 它 同时 流淌 着 多种 血液 ， 使 它 成为 名副其实 的 “ 混血 ” ， 酒吧 “ Punk ” 就 像 这些 血液 中 的 极 异类 的 分子 ， 它 不仅 是 这群 空间 当中 唯一 的 透明 “ 匣子 ” ， 粗糙 的 金属 幕帘 ， 教堂 般 设计 的 木制 桌椅 、 洁净 平滑 的 水泥 吧台 ， Grcic   圆滑 见方 的 座椅 ， Maarten   Baas   吊灯 … … 都 为 酒吧 塑造 了 奢华 与 摇滚 兼容 的 风格 。 瑜 舍 ， 就 像是 城市 中 的 一个 透明 的 绿色 盒子 ， 散发 的 光彩 是 自然 而 瑰丽 的 ， 也 是 多样 的 。 也许 ， 这 正是 在 现今 生活 中 ， 人们 需要 的 一种 设计 表达 。   多 风格 的 惊喜 除却 大堂 、 客房 等 多变 的 设计 外 ， 瑜 舍 的 多间 餐厅 、 会议室 及 迷你 会 所 均 由 多次 获奖 的 国际 设计 事务所 Neri   and   Hu   Design   Research   Office   ( NHDRO )   之 创办人 Lyndon   Neri   及   Rossana   Hu 携手 设计 。 面对 位于 地 下层 、 四面 围墙 的 空间 ， 设计师 将 此 划分 为 五大 截然不同 却 又 彼此 相连 、 互动 的 区域 ， 并 以 五种 不同 元素 ， 配合 相关 物料 ， 突显 各区 特色 。 其 风格 层次 非常 丰富 ， 虽然 和 隈 研吾 的 极 简 、 自然 有所 差异 ， 却 也 相映成趣 ， 形成 了 多层次 的 感官 体验 。 人们 最先 感受 到 的 一个 区域 名为 “ The   Egg ” ， 青铜 门槛 、 洁白 空间 、 平滑 的 精钢 地面 、 椭圆形 的 顶部 ， 当 你 站 在 其中 ， 会 产生 悬浮 于 半空中 的 奇妙 感受 。 就 像 设计师 所说 ， The   Egg 寓意 着 生命 之初 ， 寓意 着 关于 疲倦 和 劳累 的 顿悟 ， 而 The   Egg 正是 用 一种 宁静 的 氛围 ， 让 来者 在 踏入 性感 、 华丽 的 用餐 区前 得到 彻底 放松 。 如果说 自然 是 瑜 舍 的 主要 DNA ， 那么 ， 它 同时 流淌 着 多种 血液 ， 使 它 成为 名副其实 的 “ 混血 ” ， 酒吧 “ Punk ” 就 像 这些 血液 中 的 极 异类 的 分子 ， 它 不仅 是 这群 空间 当中 唯一 的 透明 “ 匣子 ” ， 粗糙 的 金属 幕帘 ， 教堂 般 设计 的 木制 桌椅 、 洁净 平滑 的 水泥 吧台 ， Grcic   圆滑 见方 的 座椅 ， Maarten   Baas   吊灯 … … 都 为 酒吧 塑造 了 奢华 与 摇滚 兼容 的 风格 。 瑜 舍 ， 就 像是 城市 中 的 一个 透明 的 绿色 盒子 ， 散发 的 光彩 是 自然 而 瑰丽 的 ， 也 是 多样 的 。 也许 ， 这 正是 在 现今 生活 中 ， 人们 需要 的 一种 设计 表达 。   
 家居 	 大 厨房 改进   缔造 空间 层次 ( 组图 ) 大面积 的 厨房 之所以 出现 ， 也 有 多种 可能 ， 从 面积 上 看 ， 那 也许 是因为 家中 整体 面积 较大 ， 而 从 生活 方式 来讲 ， 多 是 基于 使用者 对于 生活 的 理解 — — 他 也许 将 这里 当成 了 客厅 。 如果 你 只 为了 方便 自己 在 烹饪 时能 大展身手 ， 而 牺牲 其他 空间 — — 你 真的 是 一个 很会 享受 生活 的 人 。 
 家居 	 大多数 德国人 都 喜欢 五彩缤纷 ( 图 ) 当 春天 来临 ， 自然界 也 显露出 颜色 ： 光 与 热 使 深冬 的 忧郁 重新 焕发 生机 ， 变幻 出 无穷 多样 的 柔软 的 绿 。 黄色 、 紫色 、 红色 装 了 满眼 。 长久以来 都 灰蒙蒙 的 天空   折射出 初春 那 清新 的 蓝 。 在 室内 也 是 一样 ， 多姿 的 色彩 宣布 了 永远 属于 冬天 的 白色 的 终结 ： 大多数 德国人 都 喜欢 五彩缤纷 。 据 德国 颜料 研究院 介绍 ， 只有 不到 三分 之   一 的 德国人 愿意 将 自己 的 客厅 完全 粉刷 成 白色 。 超过 一半 的 受调查者 都 更加 愿意 采用 淡 米色 、 棕色 以及 黄色 和 橙色 等 暖色调 。 而且 受调查者 越是 年轻 ， 他们 使用 像 红   色 和 绿松石 色 这样 强烈 色彩 的 倾向 也 就 越 明显 。 
 家居 	 大学 文学 专业 毕业 去 了 洛杉矶 ( 图 ) 温特沃斯 · 米勒 1972 年 6 月 12 日生 在 英国 。 在 他 的 黑人 父亲 完成 在 英国 的 学业 之后 ， 他们 一家 回到 了 纽约 。 温特沃斯 · 米勒 在 布鲁克林 度过 了 他 的 童年 和 少年时代 ， 他 的 父亲 从 小时候 就 教育 他 “ 做 每一件 事 都 要 做到 最好 ， 不能 半途而废 ” 。 《 越狱 》 火 了 ， 米帅 也 火 了 。 温特沃斯 · 米勒 1972 年 6 月 12 日生 在 英国 。 在 他 的 黑人 父亲 完成 在 英国 的 学业 之后 ， 他们 一家 回到 了 纽约 。 温特沃斯 · 米勒 在 布鲁克林 度过 了 他 的 童年 和 少年时代 ， 他 的 父亲 从 小时候 就 教育 他 “ 做 每一件 事 都 要 做到 最好 ， 不能 半途而废 ” 。 高中毕业 后 ， 温特沃斯 · 米勒 选择 了 普林斯顿大学 。 1995 年温 特沃斯 · 米勒 从 普林斯顿大学 英国文学 专业 毕业 ， 从 纽约 去 了 洛杉矶 ， 开始 走向 艺术 之 路 。   
 家居 	 大师 泄天机 ： 小户型 玄关 风水 如何 布置 ( 组图 ) 一 、 中国 的 传统 大 宅院 入门 之处 均 设有 大型 玄关 ， 而 现代 都市 的 住宅 普遍 面积 狭窄 ， 若 再 设置 传统 的 大型 玄关 ， 则 明显 会 感觉 空间 局促 ， 难以 腾挪 。 所以 折衷 的 办法 是 用 玻璃 屏风 来 作 间隔 ， 这样 既 可 防止 外气 从 大门 直 冲入 客厅 ， 同时 也 可令 狭窄 的 玄关 不 显得 太 逼仄 。 
