家居 	 给 人 带来 不 一样 的 视觉效果 ( 图 ) 这种 两边 纤薄 的 沙发 ， 给 人 带来 不 一样 的 视觉效果 ， 配 上 两个 传统 的 鸡尾酒 小桌 ， 增加 了 空间 的 实用 功能性 。 墙面 的 空间 ， 用 一组 别致 的 瓷器 作为 展示 ， 聚集 了 整个 空间 的 焦点 。 
 家居 	 住 在 好莱坞   却 与 朴素 邂逅 ( 组图 ) 天然 木料 和 石材 、 全天候 的 阳光 和 茂密 的 花草 ， 尽管 居住 在 迷幻 的 好莱坞 ， 这个 家 却是 一派 朴素 的 情调 ， 一切 顺其自然 ， 只 为了 居住 的 享受 和 舒适 。 其实 生活 原本 就是 这样 ， 无论 外表 多么 光鲜 ， 最终 还是 要 回归 真实 的 自我 。 喧闹 中 的 一方 净土 这所 房子 位于 好莱坞 城 西边 ， 距离 大名鼎鼎 的 日落 台 大街 仅 200 米 ， 周围 被 经常 有 明星 出入 的 五星级 酒店 环绕 ， 就 连 邻居 的 名字 也 如雷贯耳 ： 卡梅隆 · 迪亚兹 、 莱昂纳多 · 迪卡 普里 奥 。 房子 从 外面 看 非常 不起眼 ， 掩映 在 一片 茂密 的 树林 中 ， 建于 上 世纪 50 年代 ， 是 那种 典型 的 美式 平层 建筑 。 主人 夫妇 都 是 法国人 ， 20 世纪 80 年代 开始 在 美国 定居 ， 男主人 克里斯托夫 是 摄影 导演 ， 作品 涉及 MV 、 纪录片 、 商业广告 ， 女主人 希里 维是 服装 设计师 ， 两个 同样 从事 华丽 职业 的 人 相识 于 梦幻 的 好莱坞 ， 并 开始 了 崭新 的 生活 。 也许 是 看 多 了 电影 梦工厂 的 人工 雕饰 ， 抑或 是 法国人 骨子里 就 崇尚 自然 和 低调 ， 两个 人 的 新家 无论 从 外表 还是 内部 陈设 都 给 人 朴素 自然 的 印象 。 
 家居 	 住宅 有 河流 穿过 ( 图 ) 第六个 ： 住宅 有 河流 穿过   许多 有钱人 盖房子 ， 喜欢 在 河流 的 上面 盖 ， 因为 他们 觉得 这样 的 设计 很 诗情画意 ， 但是 其实 在 风水学 来说 ， 住宅 是 绝对 不 适合 有 流水 穿过 的 ， 这样 会 让 这户 住家 破财 的 相当严重 。   
 家居 	 何炅   一直 都 有 个 家 ( 图 ) 何炅   一直 都 有 个 家何 炅 在 电视 上 总是 一副 没心没肺 的 快乐 模样 ， 但 交谈起来 才 发现 ， 私底下 的 他 有着 成熟 稳重 的 另一面 。 印象 里 的 何炅 是 个 工作狂 ， 说起 工作 一脸 严肃 ， 只有 提起 女朋友 的 时候 ， 才 有 了 些 温柔 的 神色 。 
 家居 	 使 原来 的 木纹 若隐若现 地 透出来 改造 前 ： 过时 的 风格 图案 使 它 看起来 沉闷 老旧 ， 深色 的 椅腿 造型 却 很 别致 。 改造 后 ： 先 用 脱色剂 ( 建材市场 有售 ) 把 原来 桌腿 的 深色 去掉 ， 然后 刷 上 白色 半透明 的 木器漆 ， 使 原来 的 木纹 若隐若现 地 透出来 。 再 根据 家里 主要 布艺 的 花纹 颜色 选择 相应 协调 的 布料 将 椅子 重新 包装 。 焕然一新 的 它 没准 还会 是 客厅 里 的 主角 。 
 家居 	 使用 明亮 色彩 ( 图 ) 使用 明亮 色彩 白色 的 休闲 座椅 添置 了 明黄 的 坐垫 ， 既 舒适 又 明亮 ， 黄色 咖啡 桌 显得 更 时尚 。 彩色 的 地毯 看起来 更 轻松 ， 墙壁 上 的 花鸟画 框 看起来 颇具 乡村 风情 。 
 家居 	 儒雅 华贵 中式 古典家具 ( 组图 ) 憧憬 东方 神韵 承载 历史 厚重 、 寄托 怀旧 情绪 的 中式 家具 ， 瑰丽 如昔 ， 尤其 突显 品位 与 尊贵 。 儒雅 的 文化氛围 ， 似乎 为 生活 增添 了 一丝 淡雅 的 怀旧感 ， 一种 从容 的 古典 浪漫 ， 一个 说不出 道不明 的 灵性 生活 味道 … … ， 就是 憧憬 当年 的 生活 行事 、 当年 的 居家 气候 、 当年 的 那份 宁神静 心 。 
 家居 	 充分 感受 的 书房 ( 图 ) 东欧 家居 在 进来 的 几年 备受 城市 时尚 人士 的 推崇 。 它 的 风格 多以 简练 的 色彩 和 冷静 的 基调 为主 ， 在 强调 理性 冷静 的 同时 又 加入 少许 的 出奇 的 创意 加以 配置 ， 用 一部 电影 来 形容 它 的 风格 最 适宜 不过 — — 《 这个 杀手 不 太冷 》 。 那么 东欧 风格 的 书房 设计 又 是 怎样 的 呢 ， 从 下面 的 一组 图片 ， 让 你 充分 感受 书房 的 东欧 风格 的 理性 与 创意 的 完美 结合 。 
 家居 	 六大 空间 的 鲜花 摆放 实用 规则 ( 组图 ) 为 自己 的 居所 添置 一瓶 鲜花 ， 让 呆 在家 的 日子 过得 更为 惬意 。 有花 的 地方 总是 生机盎然 ， 在 这个 生气勃勃 的 夏天 即将 到来之际 ， 让 我们 选 一只 美丽 的 花瓶 ， 插 一束 美丽 的 鲜花 ， 给 自己 和 家人 一份 好 心情 。 不少 人 喜欢 在 家里 摆放 盆栽 ， 希望 为 家居 增添 一分 大自然 气息 。 如果 能够 配合 一个 别出心裁 的 花瓶 ， 不但 内里 的 植物 可 为 居屋 带来 点点 绿意 ， 花瓶 本身 更 可 作为 小 摆设 以 点缀 家居 。 所以 ， 花瓶 的 选择 很 重要 ， 玻璃 花瓶 、 陶制 花瓶 、 彩色 花瓶 ， 各有 各 的 风格 ， 而 最 重要 的 是 花瓶 的 摆设 要 与 周遭 的 环境 相吻合 ， 才能 营造 出 生气勃勃 的 气氛 。 客厅   缤纷 花瓶 热情 扑面 现代 气息 的 玻璃 花瓶 很 适宜 放置 于 客厅 内 的 沙发 壁炉 旁 、 博古 几架 上 以及 装饰柜 中 。 它们 与 其他 装饰 物品 交相辉映 ， 共同 美化 您 的 生活 。 在 色彩 上 ， 玻璃 花瓶 已一改 透明 晶莹 的 传统 观感 。 含有 钽 的 红色 、 含有 钴 的 蓝色 、 含有 铝 的 绿色 、 含有 锰 的 紫色 ， 不断 使 玻璃 花瓶 的 色彩 有 了 大 的 突破 。 另外 ， 因 色彩 配方 的 不断 调整 ， 金黄色 、 紫红色 、 乳白色 等 也 相继 登场 ， 五彩纷呈 ， 形成 了 梦幻般 的 效果 。 这 给 量力而行 ， 因地制宜 挑选 最佳 花瓶 留下 了 极大 的 回旋余地 。 完美 搭配 ： 客厅 是 亲朋好友 聚会 的 地方 ， 可以 选择 一些 鲜艳 的 花瓶 ， 给 客厅 带来 热烈 的 气息 。 花束 可 适当 大 些 ， 让 人 一进 客厅 视线 便 马上 为 之 吸引 ， 而且 花香 扑面 ， 赏心悦目 。 为 自己 的 居所 添置 一瓶 鲜花 ， 让 呆 在家 的 日子 过得 更为 惬意 。 有花 的 地方 总是 生机盎然 ， 在 这个 生气勃勃 的 夏天 即将 到来之际 ， 让 我们 选 一只 美丽 的 花瓶 ， 插 一束 美丽 的 鲜花 ， 给 自己 和 家人 一份 好 心情 。 不少 人 喜欢 在 家里 摆放 盆栽 ， 希望 为 家居 增添 一分 大自然 气息 。 如果 能够 配合 一个 别出心裁 的 花瓶 ， 不但 内里 的 植物 可 为 居屋 带来 点点 绿意 ， 花瓶 本身 更 可 作为 小 摆设 以 点缀 家居 。 所以 ， 花瓶 的 选择 很 重要 ， 玻璃 花瓶 、 陶制 花瓶 、 彩色 花瓶 ， 各有 各 的 风格 ， 而 最 重要 的 是 花瓶 的 摆设 要 与 周遭 的 环境 相吻合 ， 才能 营造 出 生气勃勃 的 气氛 。 客厅   缤纷 花瓶 热情 扑面 现代 气息 的 玻璃 花瓶 很 适宜 放置 于 客厅 内 的 沙发 壁炉 旁 、 博古 几架 上 以及 装饰柜 中 。 它们 与 其他 装饰 物品 交相辉映 ， 共同 美化 您 的 生活 。 在 色彩 上 ， 玻璃 花瓶 已一改 透明 晶莹 的 传统 观感 。 含有 钽 的 红色 、 含有 钴 的 蓝色 、 含有 铝 的 绿色 、 含有 锰 的 紫色 ， 不断 使 玻璃 花瓶 的 色彩 有 了 大 的 突破 。 另外 ， 因 色彩 配方 的 不断 调整 ， 金黄色 、 紫红色 、 乳白色 等 也 相继 登场 ， 五彩纷呈 ， 形成 了 梦幻般 的 效果 。 这 给 量力而行 ， 因地制宜 挑选 最佳 花瓶 留下 了 极大 的 回旋余地 。 完美 搭配 ： 客厅 是 亲朋好友 聚会 的 地方 ， 可以 选择 一些 鲜艳 的 花瓶 ， 给 客厅 带来 热烈 的 气息 。 花束 可 适当 大 些 ， 让 人 一进 客厅 视线 便 马上 为 之 吸引 ， 而且 花香 扑面 ， 赏心悦目 。 餐厅   鲜花 美食 精致 情调 餐桌 布置 ， 向来 是 情调 高手 显示 身手 的 好 地方 ， 其中 秘诀 很 简单 ， 铺上 一块 有 情致 的 餐桌 垫 ， 当 金色 的 垫 穗 从 餐桌 两边 荡 下来 的 时候 ， 你 已经 大功告成 一半 啦 ！ 接下来 ， 放 什么 餐具 ， 使用 那些 装饰品 ， 要 看 你们 选择 中餐 还是 西餐 了 。 但是 ， 百搭 的 佐具 永远 是 鲜花 和 花瓶 ， 不要 以为 只有 西餐 才 配合 花艺 ， 鲜花 与 中餐 也 是 “ 调情 ” 的 好 拍 挡 。 完美 搭配 ： 餐桌 是 大家 用餐 与 交流 的 地方 ， 花瓶 的 高度 不宜 太高 ， 否则 会 影响 到 大家 的 视线 。 花瓶 宜 摆放 于 餐桌 的 中央 ， 这样 大家 可以 一边 就餐 一边 欣赏 鲜花 。 书房   清雅 花卉 倍 添 祥和 即便 不 插花 ， 花瓶 本身 也 能 用来 装点 书房 , 不过 就要 根据 房间 和 家具 的 形状 、 大小 来 选择 。 如 书房 较 狭窄 ， 就 不宜 选 体积 过大 的 品种 ， 以免 产生 拥挤 压抑 的 感觉 ， 在 布置 时宜 采用 “ 点状 装饰 法 ” ， 即 在 适当 的 地方 摆置 精致 小巧 的 花瓶 ， 起到 点缀 、 强化 的 装饰 效果 。 而 面积 较 宽阔 的 书房 则 可 选择 体积 较大 的 品种 ， 如半人 高 的 落地 瓷 花瓶 、 精心 地 配置 几架 彩绘 玻璃 花瓶 ， 都 能 为 夏日 的 书房 平添 一份 清雅 祥和 的 气氛 。 完美 搭配 ： 书房 是 阅读 的 地方 ， 应 选择 色泽 安静 的 花瓶 。 鲜花 的 选择 也 遵循 同样 道理 。 卧室   花景 交融 安抚 心灵 现代人 往往 把 精神 的 享受 与 身体 的 享受 看 得 同样 重要 。 而 卧室 ， 不仅仅 提供 给 我们 舒适 的 睡眠 ， 更是 我们 思考 和 抚慰 心灵 的 地方 。 因此 ， 用 花瓶 布置 卧室 时 ， 最应 考虑 色彩 既 要 协调 ， 又 要 有 对比 。 应 根据 房间内 墙壁 、 天花板 吊顶 、 地板 以及 家具 和 其他 摆设 物 的 色彩 来 选定 。 如 房间 色调 偏冷 ， 则 可 考虑 暖色调 的 花瓶 ， 以 加强 房间内 热烈 而 活泼 的 气氛 。 反之 ， 则 可 布置 冷色调 的 花瓶 ， 给人以 宁静 安详 的 感觉 。 完美 搭配 ： 卧室 里 应 选择 让 人 感觉 质地 温馨 的 花瓶 ， 比如 陶质 、 木质 花瓶 。 鲜花 也 宜 选择 纯洁 温馨 的 种类 。 厨房   蔬果 插花 别有情趣 现代化 的 整体厨房 已经 成为 越来越 多 闺中 密友 相聚 的 场所 ， 为了 营造 出 亲近 、 不 呆板 的 时尚 气氛 ， 我们 早已 打破 传统 功能设计 的 限制 ， 把 一些 与 烹调 无 直接 关系 的 漂亮 物品 引入 厨房 。 盛开 的 鲜花 、 精致 的 花瓶 ， 往往 都 是 女主人 品位 的 象征 。 当然 ， 厨房 环境 首先 应 考虑 清洁卫生 ， 植物 植株 也 应 清洁 、 无 病虫害 、 无 异味 的 品种 为主 。 此外 ， 厨房 因易 产生 油烟 ， 摆放 的 植物 还 应有 较 好 的 抗污染 能力 ， 如 芦荟 、 水塔 花 、 肾 蕨 、 万年青 等 。 完美 搭配 ： 搭配 若 选择 蔬菜 、 水果 材料 作成 插花 ， 既 与 厨房 环境 相 协调 ， 亦 别具 情趣 。 卫浴间   幽香 缭绕 浪漫 心情 走进 人家 ， 倘若 他家 的 卫生间 都 是 花香 飘溢 ， 无须 实地 勘察 ， 这家 已近 无处 不 飘香 了 ！ 于客 、 于主 ， 呆 在 这家 的 每 一个 角落 岂 不 都 是 种 享受 ？ 不容置疑 ， 卫生间 需要 符合 多功能 的 要求 ， 在 装修 过程 中 ， 应 精心设计 和 打造 。 其中 最 要紧 的 ， 是 在 适当 位置 做 几个 花架 ， 摆 几盆 鲜花 或 盆景 ， 幽香 四溢 ， 情趣 盎然 ； 也 可 挂 几幅 艺术画 ， 让 人 赏心悦目 ， 文化氛围 凸现 。 或是 把 你 的 审美 天才 发挥 到 极致 ， 随意 摆放 一盆 以假乱真 的 人造花 ， 那 又 何妨 ？ 反正 都 是 为了 给 心灵 带来 愉悦 ， 只要 觉得 它 香 就 足够 了 。   完美 搭配 ： 在 卫生间 长期 养 植物 也许 对 有些 人不太 实际 ， 所以 对于 懒人 来说 ， 每个 星期 换 一瓶 鲜花 是 非常 具有 可行性 的 办法   
 家居 	 兴奋 还是 孤独   让 家居 色彩 来 表达 你 的 情绪 ( 组图 ) 正确 选择 恰当 的 色彩 搭配 ， 能 有助于 身心健康 的 保持 和 正面 调节 ， 而 错误 的 色彩 选择 ， 可能 使 不   良 情绪 持续 恶化 。 研究 色彩 、 利用 色彩 的 潜在 语言 ， 进行 针对 不良情绪 的 家居 色彩 搭配 设计 ， 能 调节 情绪   ， 促进 心理健康 。   色彩 对于 人 的 精神 和 身体 都 有着 潜在 影响 ， 尤其 是 在 居住 环境 中 ， 对于 人 的 影响 更 甚 。 正确 选择   恰当 的 色彩 搭配 ， 能 有助于 身心健康 的 保持 和 正面 调节 ， 而 错误 的 色彩 选择 ， 可能 使 不良情绪 持续 恶化 。   研究 色彩 、 利用 色彩 的 潜在 语言 ， 进行 针对 不良情绪 的 家居 色彩 搭配 设计 ， 能 调节 情绪 ， 促进 心理健康 。   
 家居 	 刘嘉玲 北京 验收 五千万 豪宅 ( 组图 ) 近日 ， 有 知情 人士 称 目睹 刘嘉玲 在 北京 CBD 某 高档 公寓 门口 出入 。 据称 ， 刘嘉玲 在 此购 一套 顶级 豪宅 ， 约 10 万元 一平方米 ， 整套 算下来 要 5000 多万元 。 4 月 29 日 报道   刘嘉玲 近年 拍片 产量 不 多 ， 却 能 养尊处优 ， 跟 她 擅长 炒楼 投资 有 很大 关系 。 她 的 资产 也 是 紧随 她 的 脚步 ： 香港 、 北京 、 上海 、 苏州 、 重庆 等 地 ， 均 有 她 的 物业 ， 堪称 炒楼 团中 的 女 豪杰 ， 而 近日 ， 有 知情 人士 称 目睹 刘嘉玲 在 北京 CBD 某 高档 公寓 门口 出入 。   王菲 帮忙 预看 豪宅   23 日 下午 ， 刘嘉玲 出现 在 北京 国贸 附近 某 顶级 公寓 ， 而 当时 还有 某 搬家 公司 及 部分 豪华 家具 。 某 消息灵通 人士 称 ， 刘嘉玲 此番 来京 ， 最大 的 目的 ， 是 验收 在 北京 的 豪宅 装修 竣工 ， 并 亲自 为 新宅 添置 家具 及 打理 相关 事宜 。 此前 有 报道 称 ， 刘嘉玲 此次 购入 的 豪宅 ， 是 好友 王菲 帮忙 预看 的 ， 当 从 阿菲 口中 得知 该 楼盘 的 质量 令人满意 后 ， 刘嘉玲 更是 亲自 飞 到 北京 实地 看楼 。 据闻 ， 刘嘉玲 在 签下 合约 后 ， 还 获得 了 发展商 赠送给 她 的 长期 管理费 。 这层 公寓 被誉为 “ 北京 第一 豪宅 ” ， 位于 建外 SOHO 某 顶级 公寓 的 50 - 58 层 ( 不设 54 层 ) 。 高度 在 150 米 以上 ， 是 目前 北京 最高 的 居住 产品 。 一共 只有 21 套 ， 最小 的 也 有 550 平方米 ， 最大 的 为 800 多平方米 ， 都 是 毛坯房 。 虽然 是 毛坯房 ， 但此 豪华 私人 府邸 为了 配合 其 尊贵 身份 ， 特 邀请 作为 当代世界 一流 室内 设计师 季裕棠 ( Tony   Chi ) 精心 为 每户 业主 度身 定做 ， 以 近乎 天衣无缝 的 手法 糅合 了 东西方 经典 元素 ， 缔造 极为 人性化 舒适 居所 。 
 家居 	 创意 点缀 打破常规 思维 ( 图 ) 另 一个 改变 单调 墙面 的 方法 也 很 简单 ， 同时 不必 担心 锤子 、 钉子 对 房屋结构 和 墙面 造成 的 伤害 。 我们 不妨 使用 磁铁 和 具有 磁性 的 吸纸 来 巧妙 的 装饰 墙面 ， 比较 轻 的 装饰品 用小块 的 磁铁 就 能 承担 它们 的 重量 ， 还 可以 随时 更换 磁性 吸纸 的 图案   。 玩具 屋 一样 的 墙面 布置 让 整个 角落 都 散发 着 童真 气息 。 花瓶 剪影 剪贴 复古 情怀 细心 的 你 不妨 为 磁性 贴纸 设计 出 一些 漂亮 的 图案 纹样 ， 这 幅 花瓶 剪影 复古 而 柔美 ， 小时候 热爱 手工 的 你 一定 愿意 尝试 。 还 可以 把 喜欢 的 花朵 也 剪贴 上去 ， 让 墙面 上 一年四季 都 拥有 常开 不败 的 鲜花 装点 。 装饰 钥匙 显露 创意 细节 装饰 纸 也 可以 用来 固定 磁性 纸 ， 我们 可以 把 圆形 铁环 包裹 在 装饰 材料 之间 ， 中间 配 上 一把 古风 古韵 的 铁 钥匙 ， 在 磁性 的 相互作用 下 ， 钥匙 就 悬浮 在 墙面 上 ， 这样 的 小 装饰 很 有 创意 心思 ， 效果 出奇 的 好 。 磁性 字母 装点 工具箱 注意 到 铁箱 上 搭配 的 几个 别致 的 小 字母 了 吗 ？ 它们 也 是 具有 磁性 的 小 装饰物 。 如果 你 家里 有 类似 的 小 工具箱 、 收纳盒 ， 这种 装饰 是 个 非常 不错 的 创意 。 摆在 房间 里 也 可以 成为 一件 DIY 的 手工 展示 品 。 磁性 贴纸 打造 童趣 角落 用 磁铁 固定 在 枝型 结构 上 的 水晶 吊饰 让 整个 灯架 有 一种 摇摆 飘逸 的 童话 感觉 。 蓝色 墙面 上 的 彩色 装点 让 人 回到 天 真的 童趣 年代 ， 粉嫩 的 色彩 更是 让 人 感到 一种 小女生 的 甜蜜 。 小 首饰 、 小挂 坠 、 甚至 可爱 的 绒毛 宠物 都 可以 安静 的 贴 在 墙上 ， 取用 方便 ， 让 人 一 看到 就 开心 。 鲜花 搭配 翻新 铁皮 桶 普通 的 花瓶 怎么 能 显出 鲜花 的 独特 ， 不如 另辟蹊径 寻觅 一下 吧 。 铁皮 桶 被 装饰 上 温柔 可爱 的 纹样 后 ， 马上 精神焕发 ， 和 鲜花 一起 抢占 我们 的 视线 ！   
 家居 	 创新 无极限   带 您 领略 8 款超 炫 的 床 ( 组图 ) 现在 就让 我们 开始 这 段 奇妙 的 旅程 ， 看看 这个 类似 巨大 摇椅 的 床 ， 给 你 的 卧室 一个 革命性 的 开始 。 真个 床比 普通 的 床 需要 的 空间 可能 更大 一些 ， 但 我 敢肯定 ， 这床 能 给 任何 一对 夫妇 全新 的 体验 。 
 家居 	 利用 壁纸 可以 设计 装饰画 ( 图 ) 壁纸 利用 壁纸 可以 设计 一款 独一无二 的 墙面 装饰画 ， 很小 的 面积 却 带来 非常 独特 的 装饰性 ， 为 整个 空间 确定 了 后期 配饰 主要 基调 。 
 家居 	 别样 风格 打造 私密 卧室 ( 组图 ) 一 、 米色 空间 卧室 为 常见 的 长方形 ， 色调 以 米色 为主 ， 米色 壁纸 、 米色 地毯 、 米色 的 床 、 米色 粗布 床饰 、 米色 台灯 、 搭配 精致 的 罗马 小画 ， 制造 一种 卧室 独有 的 懒散 与 宁静 ； 床头 的 绿色 、 褐色 的 沙发 为 房间 增添 一丝 的 动感 与 生机 。 
 家居 	 别致 的 挂钟 能 令人 眼前一亮 ( 图 ) 挂钟 别致 的 挂钟 能 令人 眼前一亮 ， 为 墙面 添加 趣味性 。 这 款 挂钟 可以 同时 显示 不 同时 区 的 时间 ， 粉红色 更是 格外 惹眼 。 
 家居 	 刷 丝绸 背景 漆时   选择 浅蓝色 漆料 打底 ( 图 ) 印 “ 花 ” 屏风   刷 丝绸 背景 漆时 ， 选择 浅蓝色 漆料 打底 ( 可 参考 立邦 梦幻 千 色卡 选择 颜色 ) ， 用 不 掉 毛 的 毛巾 把 刷子 简单 擦 干净 ， 在 蓝色 漆未 干时 用 同一 把 刷子 再刷 一层 金色 的 油漆 ， 金色 漆 和 蓝色 漆 就 微微 混合 。 背景 漆 制作 完成 后 将 蓝色 和 金色 的 油漆 混合 调匀 ， 然后 将 混色 油漆刷 在 制作 好 的 花纹 模板 的 一面 ， 然后 重重叠叠 地印 在 屏风 上 ， 色彩 的 混合 最终 达到 图案 色彩 多样 ， 层层 渐 浓 的 立体感 。   
